,Question,A,B,C,D,Answer,Subject
10,"What type of surfaces primarily make up the exterior of the CAD object shown? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(192,128,192,128,121,128,13,32,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Flat,Curved,Textured,Angular,B,QA
11,"What type of 3D object is shown in the image? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,181);Line:(128,181);Line:(128,128);Ext:(128,128,128,32,74,128,192,138,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cone,Cube,prism,Pyramid,C,QA
12,"How many holes are present on the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Arc:(133,123,64,1);Line:(218,123);Arc:(223,128,64,1);Line:(223,139);Arc:(218,144,64,1);Line:(133,144);Arc:(128,139,64,1);Line:(128,128);SOL;Circle:(141,133,4);SOL;Circle:(188,133,4);SOL;Circle:(208,133,4);Ext:(128,128,128,32,117,128,192,141,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Two,Three,Four,Five,B,QA
13,"How many distinct sections does the CAD object in the image have? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,169);Line:(128,169);Line:(128,128);Ext:(192,128,192,128,128,128,17,198,128,Newbody,Symmetric);SOL;Line:(223,128);Line:(223,169);Line:(128,169);Line:(128,128);SOL;Line:(218,133);Line:(218,144);Line:(133,144);Line:(133,133);SOL;Line:(218,154);Line:(218,164);Line:(133,164);Line:(133,154);Ext:(192,128,192,128,109,128,17,197,128,Newbody,Symmetric);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",One,Two,Three,Four,B,QA
14,"What shape is the primary geometry of the CAD object in the image? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,207);Line:(128,207);Line:(128,128);Ext:(192,128,192,128,128,128,44,224,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(192,128,192,128,143,146,15,165,128,Join,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Sphere,Cylinder,Cube,Prism,D,QA
15,"What type of edges does the CAD object primarily have? The corresponding CAD code to generate the object is as follow: SOL;Line:(223,128);Line:(223,155);Line:(128,155);Line:(128,128);Ext:(128,128,128,128,128,128,96,130,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Curved,Beveled,Straight,Zigzag,C,QA
16,"What type of geometric shape is the vertical component of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(128,128,128,120,128,128,15,141,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(128,128,128,119,128,128,19,32,128,Join,One-sided);SOL;Line:(155,128);Line:(183,128);Line:(183,223);Line:(128,223);Line:(128,128);SOL;Circle:(155,159,21);Ext:(255,128,255,116,142,32,42,80,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cube,Cylinder,Sphere,Pyramid,B,QA
17,"How many visible faces does the CAD object in the image have? The corresponding CAD code to generate the object is as follow: SOL;Line:(219,128);Line:(219,223);Line:(128,223);Line:(128,128);Ext:(192,64,192,33,128,32,191,183,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Two,Three,Four,Five,B,QA
18,"What basic geometric shape primarily makes up the body of the CAD object? The corresponding CAD code to generate the object is as follow: SOL;Circle:(176,128,48);Ext:(128,128,128,72,155,128,25,210,128,Newbody,One-sided);SOL;Circle:(176,128,48);Ext:(128,128,128,82,155,210,5,142,128,Join,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cube,Sphere,Cylinder,Cone,C,QA
19,"What type of 3D object is shown in the image? The corresponding CAD code to generate the object is as follow: SOL;Circle:(175,128,48);Ext:(128,128,128,58,174,128,12,224,128,Newbody,One-sided);EOS
Hint: the CAD code has the following syntax:
The provided code is a sequence of CAD commands that describe a 3D object.
The commands fall into two categories: sketch and extrusion. 
Sketch commands are used to specify closed curves on a 2D plane in 3D space. Each closed curve is referred as a loop, and one or more loops form a closed region called a profile. A loop always starts with an indicator command <SOL> followed by a series of curve command. All the curves on the loop are in counterclockwise order, beginning with the curve whose starting point is at the most bottom-left.
In total, there are three possible curve commands: Line, Arc, and Circle.
Line(x, y): a line, with x, y as line end-point.
Arc(x, y, u, f): an arc, with x,y as arc end-point, u as sweep angle and f as whether it is counter-clockwise, f=0 means it is counter-clockwise, f=1 mean it is not counter-clockwise.
Circle(x, y, r): a circle, with x,y as center point and r as radius.
The extrusion command has two purposes: 1) It extrudes a sketch profile from a 2D plane into a 3D body, and the extrusion type can be either one-sided, symmetric, or two-sided with respect to the profile’s sketch plane. 2) The command also specifies (through the parameter b in Table 1) how to merge the newly extruded 3D body with the previously created shape by one of the boolean operations: either creating a new body, or joining, cutting or intersecting with the existing body.
Ext(x, y, z, o, p, q, s, e, f, b, u): extrude operation, with x, y, z as the sketch plane orientation, o, p, q as the sketch plane origin, s as the scale of associated sketch profile, e, f as the extrude distances towards both sides, b as a boolean type (could be New-body operation, joint operation, cut operation and intersect operation) and u as the extrude type (could be one-sided, symmetric or two-sided).
<EOS> means the end of the code.
",Cube,Cylinder,Sphere,Cone,B,QA
